TEMP,Batch Create Schedules,BatchSchedulesCommand,Manual,Temp/ScheduleCommands.cs,Create 168 schedules from CSV definitions
TEMP,Auto-Populate (Tokens Only),AutoPopulateCommand,Manual,Temp/ScheduleCommands.cs,Auto-populate token parameters only
TEMP,Export CSV,ExportCSVCommand,ReadOnly,Temp/ScheduleCommands.cs,Export schedule data to CSV
TEMP,Corporate Title Block Schedule,CorporateTitleBlockScheduleCommand,Manual,Temp/ScheduleCommands.cs,Create corporate title block data schedule
TEMP,Drawing Register Schedule,DrawingRegisterScheduleCommand,Manual,Temp/ScheduleCommands.cs,Create drawing register schedule
TEMP,Schedule Audit,ScheduleAuditCommand,ReadOnly,Temp/ScheduleEnhancementCommands.cs,Audit schedules against CSV definitions
TEMP,Schedule Compare,ScheduleCompareCommand,ReadOnly,Temp/ScheduleEnhancementCommands.cs,Compare two schedules for differences
TEMP,Schedule Duplicate,ScheduleDuplicateCommand,Manual,Temp/ScheduleEnhancementCommands.cs,Duplicate schedule with all settings
TEMP,Schedule Refresh,ScheduleRefreshCommand,Manual,Temp/ScheduleEnhancementCommands.cs,Refresh schedule fields from CSV definitions
TEMP,Schedule Field Manager,ScheduleFieldManagerCommand,Manual,Temp/ScheduleEnhancementCommands.cs,Add/remove/reorder schedule fields
TEMP,Schedule Color,ScheduleColorCommand,Manual,Temp/ScheduleEnhancementCommands.cs,Apply conditional color formatting to schedule
TEMP,Schedule Stats,ScheduleStatsCommand,ReadOnly,Temp/ScheduleEnhancementCommands.cs,Schedule statistics and coverage report
TEMP,Schedule Delete,ScheduleDeleteCommand,Manual,Temp/ScheduleEnhancementCommands.cs,Delete schedules with confirmation
TEMP,Schedule Report,ScheduleReportCommand,ReadOnly,Temp/ScheduleEnhancementCommands.cs,Generate comprehensive schedule report
TEMP,Evaluate Formulas,FormulaEvaluatorCommand,Manual,Temp/FormulaEvaluatorCommand.cs,Evaluate 199 formulas from CSV in dependency order
TEMP,Create Filters,CreateFiltersCommand,Manual,Temp/TemplateCommands.cs,Create 28 discipline-based view filters
TEMP,Create Worksets,CreateWorksetsCommand,Manual,Temp/TemplateCommands.cs,Create 35 standard worksets
TEMP,View Templates,ViewTemplatesCommand,Manual,Temp/TemplateCommands.cs,Create 23 view templates with full VG configuration
TEMP,Create Line Patterns,CreateLinePatternsCommand,Manual,Temp/TemplateExtCommands.cs,Create 10 ISO-standard line patterns
TEMP,Create Phases,CreatePhasesCommand,Manual,Temp/TemplateExtCommands.cs,Create 6 project phases
TEMP,Apply Filters to Views,ApplyFiltersToViewsCommand,Manual,Temp/TemplateExtCommands.cs,Apply discipline filters to all views
TEMP,Create Cable Trays,CreateCableTraysCommand,Manual,Temp/TemplateExtCommands.cs,Create cable tray types
TEMP,Create Conduits,CreateConduitsCommand,Manual,Temp/TemplateExtCommands.cs,Create conduit types
TEMP,Create Material Schedules,CreateMaterialSchedulesCommand,Manual,Temp/TemplateExtCommands.cs,Create material takeoff schedules
TEMP,Auto-Assign Templates,AutoAssignTemplatesCommand,Manual,Temp/TemplateManagerCommands.cs,5-layer matching to assign templates to all unassigned views
TEMP,Template Audit,TemplateAuditCommand,ReadOnly,Temp/TemplateManagerCommands.cs,Audit all views for template assignment status
TEMP,Template Diff,TemplateDiffCommand,ReadOnly,Temp/TemplateManagerCommands.cs,Compare VG settings between two templates
TEMP,Compliance Score,TemplateComplianceScoreCommand,ReadOnly,Temp/TemplateManagerCommands.cs,Score all views on 10-point compliance scale
TEMP,Auto-Fix Template,AutoFixTemplateCommand,Manual,Temp/TemplateManagerCommands.cs,"Auto-repair template issues (missing filters, wrong detail level)"
TEMP,Sync Template Overrides,SyncTemplateOverridesCommand,Manual,Temp/TemplateManagerCommands.cs,Push VG overrides from template to all views using it
TEMP,Create Fill Patterns,CreateFillPatternsCommand,Manual,Temp/TemplateManagerCommands.cs,"Standard AEC fill patterns (hatching, crosshatch, etc.)"
TEMP,Create Line Styles,CreateLineStylesCommand,Manual,Temp/TemplateManagerCommands.cs,ISO-compliant line styles
TEMP,Create Object Styles,CreateObjectStylesCommand,Manual,Temp/TemplateManagerCommands.cs,Standard object style definitions
TEMP,Create Text Styles,CreateTextStylesCommand,Manual,Temp/TemplateManagerCommands.cs,AEC standard text styles
TEMP,Create Dimension Styles,CreateDimensionStylesCommand,Manual,Temp/TemplateManagerCommands.cs,AEC standard dimension styles
TEMP,Create VG Overrides,CreateVGOverridesCommand,Manual,Temp/TemplateManagerCommands.cs,Apply comprehensive VG overrides to templates
TEMP,Batch Add Family Params,BatchAddFamilyParamsCommand,Manual,Temp/TemplateManagerCommands.cs,Add shared parameters to family documents in batch
TEMP,Create Template Schedules,CreateTemplateSchedulesCommand,Manual,Temp/TemplateManagerCommands.cs,Create standard schedule templates
TEMP,Template Setup Wizard,TemplateSetupWizardCommand,Manual,Temp/TemplateManagerCommands.cs,Multi-step guided template setup
TEMP,Clone Template,CloneTemplateCommand,Manual,Temp/TemplateManagerCommands.cs,"Deep clone template with VG, filters, and overrides"
TEMP,Batch VG Reset,BatchVGResetCommand,Manual,Temp/TemplateManagerCommands.cs,Reset VG settings across multiple views
TEMP,Validate Template,ValidateTemplateCommand,ReadOnly,Temp/DataPipelineCommands.cs,"45 validation checks (data files, parameters, materials, formulas, schedules)"
TEMP,Dynamic Bindings,DynamicBindingsCommand,Manual,Temp/DataPipelineCommands.cs,Load category bindings from BINDING_COVERAGE_MATRIX.csv
TEMP,Schema Validate,SchemaValidateCommand,ReadOnly,Temp/DataPipelineCommands.cs,Validate BLE/MEP CSV columns match MATERIAL_SCHEMA.json
TEMP,BOQ Export,BOQExportCommand,Manual,Temp/DataPipelineCommands.cs,"Export Bill of Quantities to Excel (ClosedXML, NRM2 format)"
TEMP,Template VG Audit,TemplateVGAuditCommand,ReadOnly,Temp/DataPipelineCommands.cs,Audit Visual Graphics overrides across templates
TEMP,Export IFC Property Map,ExportIfcPropertyMapCommand,ReadOnly,Temp/DataPipelineCommands.cs,Export STING-to-IFC parameter mapping table
TEMP,Validate BEP Compliance,ValidateBepComplianceCommand,ReadOnly,Temp/DataPipelineCommands.cs,Validate BIM Execution Plan compliance (25 checks)
TEMP,Clash Detection,ClashDetectionCommand,ReadOnly,Temp/DataPipelineCommands.cs,"Element clash detection (hard, soft, clearance)"
TEMP,IFC Export,IFCExportCommand,Manual,Temp/DataPipelineCommands.cs,Enhanced IFC export with STING property mapping
TEMP,Excel BOQ Import,ExcelBOQImportCommand,Manual,Temp/DataPipelineCommands.cs,Import BOQ rates from external Excel file
TEMP,Keynote Sync,KeynoteSyncCommand,Manual,Temp/DataPipelineCommands.cs,Synchronize keynotes across model from tag data
##
## --- CORE COMMANDS (5 commands) ---
PANEL,COMMAND,CLASS,TRANSACTION,FILE,DESCRIPTION
CORE,Toggle Dock Panel,ToggleDockPanelCommand,ReadOnly,Core/StingToolsApp.cs,Show/hide the STING Tools WPF dockable panel
CORE,Toggle Auto-Tagger,AutoTaggerToggleCommand,ReadOnly,Core/StingAutoTagger.cs,Enable/disable real-time IUpdater auto-tagging on element placement
CORE,Run Workflow Preset,WorkflowPresetCommand,Manual,Core/WorkflowEngine.cs,"Run a named workflow preset (JSON-based command chaining, atomic rollback)"
CORE,List Workflow Presets,ListWorkflowPresetsCommand,ReadOnly,Core/WorkflowEngine.cs,"List available workflow presets (ProjectKickoff, DailyQA, DocumentPackage)"
CORE,Create Workflow Preset,CreateWorkflowPresetCommand,Manual,Core/WorkflowEngine.cs,Create/edit workflow preset from current configuration
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 15: WORKFLOW PRESETS — Built-in Workflow Definitions
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,WORKFLOW_PRESETS
## WorkflowEngine (Core/WorkflowEngine.cs) chains named command sequences with per-step progress and atomic rollback
PRESET,STEPS,DESCRIPTION,USE_CASE
ProjectKickoff,26,"Full project setup: Load params → Create materials → Create families → Create schedules → Create templates → Master setup","Run once at project start to configure all BIM standards"
DailyQA,6,"Daily quality check: Pre-Tag Audit → Validate Tags → Completeness Dashboard → Highlight Invalid → Tag Stats → Schedule Audit","Run daily to monitor tag compliance and data quality"
DocumentPackage,6,"Documentation output: Combine Parameters → Legend Creation → Sheet Naming Check → Drawing Register → Document Transmittal → BOQ Export","Run before issuing documents to ensure completeness"
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 16: REAL-TIME AUTO-TAGGER — IUpdater Configuration
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,AUTO_TAGGER
## StingAutoTagger (Core/StingAutoTagger.cs) uses Revit IUpdater API for zero-touch tagging
SETTING,VALUE,DESCRIPTION
Default State,DISABLED,"Auto-tagger starts disabled. Toggle on/off via AutoTaggerToggleCommand."
Trigger Event,Element Addition,"Tags newly placed elements immediately using DocumentChanged listener"
Categories Monitored,22,"All taggable categories (Mechanical Equipment, Electrical Equipment, Lighting Fixtures, Plumbing Fixtures, etc.)"
Tagging Method,TokenAutoPopulator + BuildAndWriteTag,"Uses same pipeline as manual tag commands"
De-duplication,"HashSet of processed IDs (trims at 10,000)","Prevents re-trigger loops from tag writes"
Registration,StingToolsApp.OnStartup(),Registered as IUpdater during plugin initialization
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 17: COMPLIANCE SCANNING — RAG Status Dashboard
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,COMPLIANCE_SCANNING
## ComplianceScan (Core/ComplianceScan.cs) provides cached lightweight compliance metrics
METRIC,DESCRIPTION,THRESHOLD
TotalElements,Count of all taggable elements in project,N/A
TaggedComplete,Elements with all 8 tag tokens populated,N/A
TaggedIncomplete,Elements with some but not all tokens,N/A
Untagged,Elements with no tag data,N/A
CompliancePercent,TaggedComplete / TotalElements * 100,N/A
RAG Status: GREEN,Compliance >= 80%,80%
RAG Status: AMBER,Compliance 50-79%,50%
RAG Status: RED,Compliance < 50%,50%
Cache Duration,30 seconds before auto-refresh,"Call InvalidateCache() after tagging operations"
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 18: DATA PIPELINE — Validation & Integration Commands
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,DATA_PIPELINE
COMMAND,CHECKS,DATA_SOURCE,DESCRIPTION
Validate Template,45,"All data files (CSV/JSON/TXT/XLSX)","Comprehensive validation: file inventory, parameter consistency, material completeness, formula dependencies, schedule definitions, cross-references"
Dynamic Bindings,N/A,BINDING_COVERAGE_MATRIX.csv,"Load category-parameter bindings from CSV instead of hardcoded SharedParamGuids.AllCategoryEnums"
Schema Validate,77,MATERIAL_SCHEMA.json,"Validate BLE_MATERIALS.csv and MEP_MATERIALS.csv columns match canonical 77-column schema"
BOQ Export,N/A,BOQ_TEMPLATE.csv,"Export Bill of Quantities to Excel (ClosedXML): discipline bills, NRM2 groups, 6-column format with subtotals"
Template VG Audit,N/A,View templates,"Audit Visual Graphics overrides: category visibility, line styles, fill patterns across all templates"
Export IFC Property Map,N/A,PARAMETER_REGISTRY.json,"Map STING shared parameters to IFC property sets for standards-compliant export"
Validate BEP Compliance,25,Project data,"BIM Execution Plan validation: naming conventions, LOD requirements, responsibility matrix, deliverables"
Clash Detection,N/A,Model geometry,"Element interference detection: hard clashes, soft clearance zones, discipline-crossover analysis"
IFC Export,N/A,Revit model,"Enhanced IFC export with STING parameter mapping, property set configuration, and quality validation"
Excel BOQ Import,N/A,External .xlsx,"Import unit rates and descriptions from external BOQ Excel file into STING cost parameters"
Keynote Sync,N/A,Tag data + Keynote file,"Synchronize Revit keynotes from STING tag data: product codes, descriptions, classifications"
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 19: COLLISION MODES — Tag Collision Handling
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,COLLISION_MODES
MODE,BEHAVIOUR,WHEN_TO_USE
Skip,"If tag already exists, skip the element",Default mode. Preserves existing tags. Use for incremental tagging.
Overwrite,"If tag exists, overwrite with new tag",Use when re-tagging after corrections. Destroys existing tag data.
AutoIncrement,"If tag collision detected, auto-increment SEQ to find unique tag","Use for batch operations where uniqueness is critical. BuildExistingTagIndex() provides O(1) collision lookup."
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 20: DATA FILES — Runtime Data File Reference
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,DATA_FILES
FILE,ROWS_OR_SIZE,FORMAT,LOADED_BY,DESCRIPTION
BLE_MATERIALS.csv,815 materials,CSV,CreateBLEMaterialsCommand,"Building element materials: walls, floors, ceilings, roofs with layer definitions and properties"
MEP_MATERIALS.csv,464 materials,CSV,CreateMEPMaterialsCommand,"MEP materials: ductwork, pipework, insulation, electrical with properties"
MR_PARAMETERS.txt,200+ params,Shared Parameter File,LoadSharedParamsCommand,Revit shared parameter definitions (GUID + name + type + group)
MR_PARAMETERS.csv,200+ params,CSV,SyncParameterSchemaCommand,Parameter definitions cross-reference for validation
MR_SCHEDULES.csv,168 schedules,CSV,BatchSchedulesCommand,Schedule definitions with fields and formatting
PARAMETER_REGISTRY.json,v4.3,JSON,ParamRegistry.cs,"Master parameter registry: names, GUIDs, containers, bindings, tag format config"
MATERIAL_SCHEMA.json,77 columns,JSON,SchemaValidateCommand,Canonical material library column schema for BLE/MEP validation
FORMULAS_WITH_DEPENDENCIES.csv,199 formulas,CSV,FormulaEvaluatorCommand,Parameter formulas with dependency levels (0-6)
SCHEDULE_FIELD_REMAP.csv,50 remaps,CSV,ScheduleHelper,Deprecated field name remaps for schedule migration
BINDING_COVERAGE_MATRIX.csv,Large,CSV,DynamicBindingsCommand,Parameter-to-category binding coverage matrix
BOQ_TEMPLATE.csv,Multi-section,CSV,BOQExportCommand,"BOQ export configuration: bill mapping, column layout, unit mapping"
CATEGORY_BINDINGS.csv,"10,661 entries",CSV,Not yet loaded,"Parameter-category bindings (planned: replace hardcoded DisciplineBindings)"
FAMILY_PARAMETER_BINDINGS.csv,"4,686 entries",CSV,Not yet loaded,Family-level parameter validation and auto-binding
PARAMETER__CATEGORIES.csv,Cross-reference,CSV,CheckDataCommand,Parameter-category cross-reference
LABEL_DEFINITIONS.json,"3,623 lines",JSON,LabelDefinitionHelper,"Label and legend definitions: tag containers, display styles, presentation modes"
TAG_GUIDE_V3.csv,This file,CSV,Reference,Comprehensive tag configuration and manual input reference
TAG_GUIDE.xlsx,Original,XLSX,Reference,Original tag reference guide
TAG GUIDE V2.xlsx,V2,XLSX,Reference,Comprehensive update tag reference guide
PYREVIT_SCRIPT_MANIFEST.csv,12 scripts,CSV,Reference,"Legacy pyRevit script manifest (STINGDocs, STINGTags, STINGTemp)"
VALIDAT_BIM_TEMPLATE.py,45 checks,Python,Ported to ValidateTemplateCommand,Original BIM template validation script (now ported to C#)
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 21: PROGRESS & CANCELLATION — Batch Operation Controls
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,PROGRESS_CANCELLATION
## StingProgressDialog (UI/StingProgressDialog.cs) + EscapeChecker (Core/StingLog.cs)
FEATURE,DESCRIPTION,USAGE
Progress Dialog,"Modeless WPF progress window with progress bar, element count (N0 formatted), ETA, cancel button","Show(title, total) → Increment(message) → IsCancelled check → Close()"
Escape Key Detection,"Win32 GetAsyncKeyState for Escape key (works even when Revit has focus)","EscapeChecker.IsEscapePressed() — checked between batch iterations"
Thread Safety,"Dispatcher.Invoke for UI updates (every 50 elements for performance)","All UI updates marshalled to WPF thread"
Cancel Support,"Both Cancel button and Escape key trigger IsCancelled flag","WorkflowEngine checks between steps; batch commands check per-element"
##
## ═══════════════════════════════════════════════════════════════════════════════
## SHEET 22: DOCKABLE PANEL — WPF UI Tab Reference
## ═══════════════════════════════════════════════════════════════════════════════
SECTION,DOCKABLE_PANEL
TAB,CONTENT,MIRRORS_RIBBON,APPROX_BUTTONS
SELECT,"Category selectors, state selectors, spatial selectors, bulk parameter write, color commands",Select panel,28
ORGANISE,"Tag operations, leader management, analysis/QA, annotation colors, tag appearance",Organise + Tags QA,40
DOCS,"Sheet/view organization, viewports, document automation, view automation",Docs panel,27
TEMP,"Materials, families, schedules, template setup, data pipeline, style commands",Temp panel,57
CREATE,"Tagging commands, token writers, combine, setup, legends, smart placement, rich tags",Tags panel,98
VIEW,"View templates, template manager, styles, presentation modes",Temp Templates,varies
##
## Thread safety: Button Click → StingDockPanel.Cmd_Click → StingCommandHandler.SetCommand(tag) → ExternalEvent.Raise()
## → Revit calls StingCommandHandler.Execute(UIApplication) → RunCommand<T>(app)
##
## ═══════════════════════════════════════════════════════════════════════════════
## END OF TAG GUIDE V3
## Total: 22 sheets | 250 commands | 200+ parameters | 20 data files
## ═══════════════════════════════════════════════════════════════════════════════
