# v2.8 | 20260227 | MR_SCHEDULES – All 1257 rows, all 16 cols fully populated
Record_Type,Source_File,Discipline,Schedule_Name,Category,Schedule_Type,Multi_Categories,Fields,Filters,Sorting,Grouping,Totals,Formulas,Header_Color,Text_Color,Background_Color
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(38,34,28), Cut=RGB(38,34,28), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(50,45,38), Cut=RGB(50,45,38), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(38,34,28), Cut=RGB(38,34,28), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(62,58,48), Cut=RGB(62,58,48), Transp=30",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(38,34,28), Cut=RGB(38,34,28), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(52,48,40), Cut=RGB(52,48,40), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(52,48,40), Cut=RGB(52,48,40), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(42,55,35), Cut=RGB(42,55,35), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(45,40,30), Cut=RGB(45,40,30), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(35,31,24), Cut=RGB(35,31,24), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Sketch Style,VG Override,Sketch Style,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(38,34,28), Cut=RGB(38,34,28), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(148,138,126), Cut=RGB(148,138,126), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(128,148,118), Cut=RGB(128,148,118), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(158,148,132), Cut=RGB(158,148,132), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(168,160,145), Cut=RGB(168,160,145), Transp=2",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(138,118,98), Cut=RGB(138,118,98), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(138,182,208), Cut=RGB(138,182,208), Transp=2",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(88,142,75), Cut=RGB(88,142,75), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(152,135,115), Cut=RGB(152,135,115), Transp=2",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(162,155,138), Cut=RGB(162,155,138), Transp=2",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(148,138,126), Cut=RGB(148,138,126), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Watercolor Style,VG Override,Watercolor Style,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(142,132,118), Cut=RGB(142,132,118), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(178,162,145), Cut=RGB(178,162,145), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(152,172,142), Cut=RGB(152,172,142), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(188,175,158), Cut=RGB(188,175,158), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(198,188,168), Cut=RGB(198,188,168), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(162,142,122), Cut=RGB(162,142,122), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(158,202,220), Cut=RGB(158,202,220), Transp=45",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(142,132,118), Cut=RGB(142,132,118), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(172,158,138), Cut=RGB(172,158,138), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(175,160,140), Cut=RGB(175,160,140), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(105,155,90), Cut=RGB(105,155,90), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(182,175,158), Cut=RGB(182,175,158), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(168,152,135), Cut=RGB(168,152,135), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Collage Style,VG Override,Collage Style,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(170,155,138), Cut=RGB(170,155,138), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(125,125,125), Cut=RGB(125,125,125), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(105,105,105), Cut=RGB(105,105,105), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(132,132,132), Cut=RGB(132,132,132), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(142,142,142), Cut=RGB(142,142,142), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(80,80,80), Cut=RGB(80,80,80), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(80,80,80), Cut=RGB(80,80,80), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(128,128,128), Cut=RGB(128,128,128), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(148,148,148), Cut=RGB(148,148,148), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(148,148,148), Cut=RGB(148,148,148), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(80,105,72), Cut=RGB(80,105,72), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(145,145,145), Cut=RGB(145,145,145), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(125,125,125), Cut=RGB(125,125,125), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Massing Study,VG Override,Massing Study,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(125,125,125), Cut=RGB(125,125,125), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(48,45,40), Cut=RGB(48,45,40), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(60,90,112), Cut=RGB(60,90,112), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(52,48,38), Cut=RGB(52,48,38), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Material Detail,VG Override,Material Detail,Structural Foundations,VG Override,Structural Foundations,"Visible=Yes, Proj=RGB(38,36,32), Cut=RGB(38,36,32), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Structural Framing,VG Override,Structural Framing,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Structural Foundations,VG Override,Structural Foundations,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Construction Detail,VG Override,Construction Detail,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(0,0,0), Cut=RGB(0,0,0), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(78,70,58), Cut=RGB(78,70,58), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(78,70,58), Cut=RGB(78,70,58), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(60,55,48), Cut=RGB(60,55,48), Transp=2",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(78,70,58), Cut=RGB(78,70,58), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(78,70,58), Cut=RGB(78,70,58), Transp=2",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Planting,VG Override,Planting,"Visible=Yes, Proj=RGB(78,128,68), Cut=RGB(78,128,68), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Topography,VG Override,Topography,"Visible=Yes, Proj=RGB(92,118,72), Cut=RGB(92,118,72), Transp=3",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Structural Columns,VG Override,Structural Columns,"Visible=Yes, Proj=RGB(78,70,58), Cut=RGB(78,70,58), Transp=5",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Site Plan,VG Override,Site Plan,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(78,70,58), Cut=RGB(78,70,58), Transp=4",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Walls,VG Override,Walls,"Visible=Yes, Proj=RGB(78,76,72), Cut=RGB(78,76,72), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Roofs,VG Override,Roofs,"Visible=Yes, Proj=RGB(70,68,65), Cut=RGB(70,68,65), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Floors,VG Override,Floors,"Visible=Yes, Proj=RGB(82,80,76), Cut=RGB(82,80,76), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Ceilings,VG Override,Ceilings,"Visible=Yes, Proj=RGB(90,88,84), Cut=RGB(90,88,84), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Doors,VG Override,Doors,"Visible=Yes, Proj=RGB(78,76,72), Cut=RGB(78,76,72), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Windows,VG Override,Windows,"Visible=Yes, Proj=RGB(98,142,172), Cut=RGB(98,142,172), Transp=40",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Stairs,VG Override,Stairs,"Visible=Yes, Proj=RGB(78,76,72), Cut=RGB(78,76,72), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Furniture,VG Override,Furniture,"Visible=Yes, Proj=RGB(92,118,80), Cut=RGB(92,118,80), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
VG_OVERRIDE,Exploded Diagram,VG Override,Exploded Diagram,Casework,VG Override,Casework,"Visible=Yes, Proj=RGB(92,115,80), Cut=RGB(92,115,80), Transp=0",N/A,Scheme_Name: Ascending; Category: Ascending,Scheme_Name,Count: Yes,See Fields,#4E2D7C,#FFFFFF,#FFFFFF
