# v5.0 | 20260315 | BIM Template parameter_categories
Parameter Name,Schedule Display Name,Data Type,Type/Instance,Categories,Group,GUID,Description
CP_HEX_CODE_TXT,Cp Hex Code,TEXT,Type,Generic Models,TPL_TRACKING,507d4787-323a-4e10-b4fe-810f8aca3f48,Color hex code [ISO 19650-1:2018]
CP_PALETTE_NAME_TXT,Cp Palette Name,TEXT,Type,Generic Models,TPL_TRACKING,cc38b0a6-f0e5-4a77-bcb1-80323b8b7322,Color palette name [ISO 19650-1:2018]
CP_STYLE_TXT,Cp Style,TEXT,Type,Generic Models,TPL_TRACKING,bd30ce04-7273-4a90-80f2-45d95529cade,Style category [ISO 19650-1:2018]
CP_USE_CASE_TXT,Cp Use Case,TEXT,Type,Generic Models,TPL_TRACKING,d70b503e-5ef9-4a7f-9c72-9ce3f71b4280,Color use case [ISO 19650-1:2018]
DS_NAME_TXT,Name,TEXT,Type,Generic Models,TPL_TRACKING,395b2b3b-843a-4db6-8358-01892db83144,Dimension style name [ISO 19650-1:2018]
DS_PRECISION_TXT,Precision,TEXT,Type,Generic Models,TPL_TRACKING,ae90f3da-b536-4049-9591-45f414795c76,Dimension precision [ISO 19650-1:2018]
DS_TEXT_FONT_TXT,Text Font,TEXT,Type,Generic Models,TPL_TRACKING,8a55440d-e288-4c5f-9f5f-c2fcadf3a0af,Text font [ISO 19650-1:2018]
DS_TEXT_SIZE_NR,Text Size,NUMBER,Type,Generic Models,TPL_TRACKING,62aaa434-fb79-426d-b5c7-79498e70bffb,Text size in mm [ISO 19650-1:2018]
DS_TICK_MARK_TXT,Tick Mark,TEXT,Type,Generic Models,TPL_TRACKING,411c6496-6b6d-43ef-94ee-5237433ff2db,Tick mark style [ISO 19650-1:2018]
DS_TICK_SIZE_NR,Tick Size,NUMBER,Type,Generic Models,TPL_TRACKING,cdccd3b9-cb8f-46f9-b87a-73ff3abd7af5,Tick mark size in mm [ISO 19650-1:2018]
DS_TYPE_TXT,Type,TEXT,Type,Generic Models,TPL_TRACKING,88647645-8e89-45ba-b6bd-e44fd4f4a70d,Dimension type [ISO 19650-1:2018]
DS_UNITS_FORMAT_TXT,Units Format,TEXT,Type,Generic Models,TPL_TRACKING,f5d032eb-78c4-4d1c-8dd0-cc4456324794,Units format [ISO 19650-1:2018]
FLT_CATEGORIES_TXT,Categories,TEXT,Type,Generic Models,TPL_TRACKING,2e8bcf4e-6c4e-4a2f-9574-fff2ed2f12e1,Categories included in filter [ISO 19650-1:2018]
FLT_CUT_PATTERN_TXT,Cut Pattern,TEXT,Type,Generic Models,TPL_TRACKING,5ed62329-35bb-4043-869a-0a6d50e91b41,Override cut pattern [ISO 19650-1:2018]
FLT_LINE_COLOR_B_INT,Line Color B,INTEGER,Type,Generic Models,TPL_TRACKING,49c62e30-2a0b-40e7-8a7e-e2d509a4614d,Override line color blue [ISO 19650-1:2018]
FLT_LINE_COLOR_G_INT,Line Color G,INTEGER,Type,Generic Models,TPL_TRACKING,bd79836c-16ed-4892-8cd3-785882f977ea,Override line color green [ISO 19650-1:2018]
FLT_LINE_COLOR_R_INT,Line Color R,INTEGER,Type,Generic Models,TPL_TRACKING,a03b2e8c-aee5-40a1-9eca-d519f96c8bf9,Override line color red [ISO 19650-1:2018]
FLT_LINE_WEIGHT_INT,Line Weight,INTEGER,Type,Generic Models,TPL_TRACKING,fdd1c371-8d83-406f-a06b-b8ceef510a0a,Override line weight [ISO 19650-1:2018]
FLT_NAME_TXT,Name,TEXT,Type,Generic Models,TPL_TRACKING,f67d3af6-c2dd-420a-a6c5-fbc2a7ebfe94,Filter name [ISO 19650-1:2018]
FLT_RULES_TXT,Rules,TEXT,Type,Generic Models,TPL_TRACKING,681c249f-8e04-45b4-8409-b38f62e7a5de,Filter rule definitions [ISO 19650-1:2018]
FLT_STATUS_TXT,Status,TEXT,Type,Generic Models,TPL_TRACKING,627607e2-7ea4-4410-9cc7-6d6d37a332ed,Filter status [ISO 19650-2:2018]
FLT_SURFACE_PATTERN_TXT,Surface Pattern,TEXT,Type,Generic Models,TPL_TRACKING,420a5a84-1677-4f22-8c19-cb63c5e0c36d,Override surface pattern [ISO 19650-1:2018]
FLT_TRANSPARENCY_INT,FLT - Spare INT,INTEGER,Type,Generic Models,TPL_TRACKING,63533f99-ac82-4f54-8e4c-720fad914924,Override transparency [ISO 19650-1:2018]
FLT_USED_IN_TEMPLATES_TXT,Used In Templates,TEXT,Type,Generic Models,TPL_TRACKING,9249912f-be7c-471f-9b5f-d10d44f6cefc,Templates using this filter [ISO 19650-1:2018]
LS_NAME_TXT,Name,TEXT,Type,Generic Models,TPL_TRACKING,96abafb9-537d-4e4f-843a-e616e92f77a6,Line style name [ISO 19650-1:2018]
LS_PATTERN_TXT,Pattern,TEXT,Type,Generic Models,TPL_TRACKING,f272830a-0ecc-4e90-9128-063ea9b97e10,Line pattern name [ISO 19650-1:2018]
LS_STATUS_TXT,Status,TEXT,Type,Generic Models,TPL_TRACKING,c416f32a-59da-493c-9a94-cc6cc238153f,Line style status [ISO 19650-2:2018]
LS_WEIGHT_INT,Weight,INTEGER,Type,Generic Models,TPL_TRACKING,5097c327-3074-4376-80de-4a755208f76a,Line weight number [ISO 19650-1:2018]
MA_ACTION_REQUIRED_TXT,Ma Action Required,TEXT,Type,Generic Models,TPL_TRACKING,7c4b5055-c12d-41a1-ada5-977039d26a6a,Required actions [ISO 19650-2:2018]
MA_ELEMENT_CATEGORY_TXT,Ma Element Category,TEXT,Type,Generic Models,TPL_TRACKING,7a57b85f-2cbc-4e28-908d-ec2a200d3bae,Element category [ISO 19650-2:2018]
MA_ELEMENT_NAME_TXT,Ma Element Name,TEXT,Type,Generic Models,TPL_TRACKING,d1914312-2ffb-403e-9e54-bc02917e42cd,Element name [ISO 19650-2:2018]
MA_ISSUES_FOUND_TXT,Ma Issues Found,TEXT,Type,Generic Models,TPL_TRACKING,5126b74b-b7f2-4f02-9bb1-b562ee526235,Issues found [ISO 19650-2:2018]
MA_LAST_REVIEWED_DATE_TXT,Ma Last Reviewed Date,TEXT,Type,Generic Models,TPL_TRACKING,8185981c-381d-4d8d-97e6-ac882be9b2fc,Last review date [ISO 19650-2:2018]
MA_NOTES_TXT,Ma Notes,TEXT,Type,Generic Models,TPL_TRACKING,30fa67c6-2118-4d9f-b10b-1a2ce22b177e,Audit notes [ISO 19650-2:2018]
MA_PRIORITY_TXT,Ma Priority,TEXT,Type,Generic Models,TPL_TRACKING,55b66c29-7946-4a91-9f2c-fecb2e944447,Priority level [ISO 19650-2:2018]
MA_REVIEWED_BY_TXT,Ma Reviewed By,TEXT,Type,Generic Models,TPL_TRACKING,de9281af-99f0-4fb4-ad3f-11c7e729962c,Reviewed by [ISO 19650-2:2018]
MA_STATUS_TXT,Ma Status,TEXT,Type,Generic Models,TPL_TRACKING,768b0c97-5ba3-46aa-a79e-c2d3a19bcb78,Audit status [ISO 19650-2:2018]
MA_TEMPLATE_COMPLIANCE_TXT,Ma Template Compliance,TEXT,Type,Generic Models,TPL_TRACKING,22f067dc-c85d-4e62-82b2-832f1f6fcaee,Template compliance status [ISO 19650-2:2018]
OS_CATEGORY_TXT,Os Category,TEXT,Type,Template Metadata,TPL_TRACKING,23866d19-46aa-4aa1-b971-c799b11f2e54,Object style category [ISO 19650-1:2018]
OS_CUT_WEIGHT_INT,Os Cut Weight,INTEGER,Type,Template Metadata,TPL_TRACKING,d59a560c-d6d0-4c47-ba3c-95d2867d8682,Cut line weight [ISO 19650-1:2018]
OS_MATERIAL_TXT,Os Material,TEXT,Type,Template Metadata,TPL_TRACKING,c48b97fa-891a-4cad-890b-f68783bef2db,Default material [ISO 19650-1:2018]
OS_PATTERN_TXT,Os Pattern,TEXT,Type,Template Metadata,TPL_TRACKING,125330b6-7976-4bf6-9935-2310e3f53b3a,Object style pattern [ISO 19650-1:2018]
OS_PROJECTION_WEIGHT_INT,Os Projection Weight,INTEGER,Type,Template Metadata,TPL_TRACKING,b8452a4d-ed19-40b9-81cf-818cfe97ea07,Projection line weight [ISO 19650-1:2018]
OS_SUBCATEGORY_TXT,Os Subcategory,TEXT,Type,Template Metadata,TPL_TRACKING,27055713-2c19-463d-875e-bf35a5c6183e,Object style subcategory [ISO 19650-1:2018]
PH_DESCRIPTION_TXT,Description,TEXT,Type,Generic Models,TPL_TRACKING,590c7438-ad1b-4126-88b0-2fbe81c5759a,Phase description [ISO 19650-1:2018]
PH_END_DATE_TXT,End Date,TEXT,Type,Generic Models,TPL_TRACKING,49abb038-93e9-4a39-84ba-d7b3961d441e,Phase end date [ISO 19650-2:2018]
PH_NAME_TXT,Name,TEXT,Type,Generic Models,TPL_TRACKING,1468bff7-c068-4d34-937f-41138051ad4e,Phase name [ISO 19650-1:2018]
PH_NUMBER_INT,Number,INTEGER,Type,Generic Models,TPL_TRACKING,a9b92c2b-d5a5-47ab-a3a1-9cec4e1f4c31,Phase sequence number [ISO 19650-1:2018]
PH_START_DATE_TXT,Start Date,TEXT,Type,Generic Models,TPL_TRACKING,fc7097df-9530-4b88-b075-a5bb4a891742,Phase start date [ISO 19650-2:2018]
PH_STATUS_TXT,Status,TEXT,Type,Generic Models,TPL_TRACKING,652b46d0-949e-4a6f-b6e3-6ec1fafac962,Phase status [ISO 19650-2:2018]
SPARE_PARAM_01_TXT,SPARE - Spare PARAM,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",TPL_TRACKING,7c5113ab-747f-483e-b0e0-2e95b7ac19a8,Spare parameter 01 for future use [ISO 19650-1:2018]
SPARE_PARAM_02_TXT,SPARE - Spare PARAM,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",TPL_TRACKING,3be51d50-cbd9-42da-8306-85639d7e4962,Spare parameter 02 for future use [ISO 19650-1:2018]
SPARE_PARAM_03_TXT,SPARE - Spare PARAM,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",TPL_TRACKING,24dd4826-4f02-4cb8-83d1-815fffd0aa0b,Spare parameter 03 for future use [ISO 19650-1:2018]
SPARE_PARAM_04_NR,SPARE - Spare PARAM,NUMBER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",TPL_TRACKING,652513a2-455a-4047-83c4-edba7d205009,Spare parameter 04 for future use [ISO 19650-1:2018]
SPARE_PARAM_05_INT,SPARE - Spare PARAM,INTEGER,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",TPL_TRACKING,4dfa5da8-b92f-42a2-89b2-240dc1676ec2,Spare parameter 05 for future use [ISO 19650-1:2018]
SYS_ABBREVIATION_TXT,Abbreviation,TEXT,Type,Generic Models,TPL_TRACKING,56c866cd-ccae-4b65-aa91-ea2f8f03dbec,System abbreviation [ISO 19650-1:2018]
SYS_APPLICABLE_STANDARDS_TXT,Applicable Standards,TEXT,Type,Generic Models,TPL_TRACKING,ffea8a58-370e-4783-a55b-32e5c8da41e8,Applicable standards [ISO 19650-1:2018]
SYS_CLASSIFICATION_TXT,Classification,TEXT,Type,Generic Models,TPL_TRACKING,393abeb3-a7be-43d8-a8cb-709aea929ade,System classification [ISO 19650-1:2018]
SYS_CODE_TXT,System Code,TEXT,Type,Generic Models,TPL_TRACKING,8b946cdc-eb21-47a5-8c2d-a9671b4ed0d6,System code [ISO 19650-1:2018]
SYS_DESIGN_VELOCITY_TXT,Design Velocity,TEXT,Type,Generic Models,TPL_TRACKING,5e054f66-e3c4-4ed1-a4ca-34f79617f71d,Design velocity [ISO 19650-1:2018]
SYS_INSULATION_TYPE_TXT,Insulation Type,TEXT,Type,Generic Models,TPL_TRACKING,14246a76-589b-4b6c-ab1b-cb1ff88daae3,Insulation type [ISO 19650-1:2018]
SYS_LINE_STYLE_TXT,Line Style,TEXT,Type,Generic Models,TPL_TRACKING,4ad48007-7ba2-47c4-8110-11dc20d51615,System line style [ISO 19650-1:2018]
SYS_LINE_WEIGHT_INT,Line Weight,INTEGER,Type,Generic Models,TPL_TRACKING,27158dc2-ab26-41ae-b736-b5ddcd6f2874,System line weight [ISO 19650-1:2018]
SYS_MATERIAL_STANDARD_TXT,Material Standard,TEXT,Type,Generic Models,TPL_TRACKING,1dd3b7bd-99f3-48bc-bb6c-dcc700259018,Material standard [ISO 19650-1:2018]
SYS_MEDIUM_TXT,Medium,TEXT,Type,Generic Models,TPL_TRACKING,83b8dcea-429b-4157-9f6e-a9694b09be7f,"System medium (air, water, etc.) [ISO 19650-1:2018]"
SYS_NAME_TXT,System Name,TEXT,Type,Generic Models,TPL_TRACKING,25892b38-82b2-49a1-89ff-70795dcc3ac3,System name [ISO 19650-1:2018]
SYS_PRESSURE_NR,Pressure,NUMBER,Type,Generic Models,TPL_TRACKING,811a5bd7-c79f-4a97-95cc-32164c8ba420,System design pressure [ISO 19650-1:2018]
SYS_TEMPERATURE_NR,Temperature,NUMBER,Type,Generic Models,TPL_TRACKING,05045ac9-c5c4-4e4c-b597-2606b962b2a9,System design temperature [ISO 19650-1:2018]
TPL_TRACKING_SPARE_01_TXT,Template - Spare 01,TEXT,Type,Generic Models,TPL_TRACKING,71383214-27c6-45bd-a0e1-017efb6fb1c7,Spare parameter 1 for TPL_TRACKING group
TPL_TRACKING_SPARE_02_TXT,Template - Spare 02,TEXT,Type,Generic Models,TPL_TRACKING,f6797951-44b8-4682-b23e-ef6fd1a29bc9,Spare parameter 2 for TPL_TRACKING group
TS_BOLD_BOOL,Bold,YESNO,Type,Generic Models,TPL_TRACKING,b1f962e5-f659-42a2-ae64-0915cbea2669,Bold text [ISO 19650-1:2018]
TS_FONT_NAME_TXT,Font Name,TEXT,Type,Generic Models,TPL_TRACKING,4f860397-5d83-4279-9851-ab94be97ff1c,Font name [ISO 19650-1:2018]
TS_FONT_SIZE_NR,Font Size,NUMBER,Type,Generic Models,TPL_TRACKING,67f44a1a-3864-4d00-b8cf-8b2380ebb8ef,Font size in mm [ISO 19650-1:2018]
TS_ITALIC_BOOL,Italic,YESNO,Type,Generic Models,TPL_TRACKING,53f2ce73-56a8-4b6b-a607-a5256ca163ca,Italic text [ISO 19650-1:2018]
TS_NAME_TXT,Name,TEXT,Type,Generic Models,TPL_TRACKING,20f7ea6d-6171-4a0e-89b7-e456155106ac,Text style name [ISO 19650-1:2018]
TS_STATUS_TXT,Status,TEXT,Type,Generic Models,TPL_TRACKING,1c92cd35-b5ad-4d5c-8954-9aa37cd116a3,Text style status [ISO 19650-2:2018]
TS_UNDERLINE_BOOL,Underline,YESNO,Type,Generic Models,TPL_TRACKING,bdaa43c3-f722-4af1-93e1-d02da214a866,Underlined text [ISO 19650-1:2018]
TS_WIDTH_FACTOR_NR,Width Factor,NUMBER,Type,Generic Models,TPL_TRACKING,bbfcb884-5fb0-45b2-aac0-946deb714973,Text width factor [ISO 19650-1:2018]
USAGE_TXT,Usage,TEXT,Type,"Air Terminals, Cable Trays, Casework, Ceilings, Conduits, Curtain Panels, Curtain Wall Mullions, Doors, Ducts, Electrical Equipment, Electrical Fixtures, Floors, Furniture, Generic Models, Lighting Fixtures, Mechanical Equipment, Pipe Accessories, Pipe Fittings, Pipes, Plumbing Equipment, Plumbing Fixtures, Ramps, Roofs, Rooms, Specialty Equipment, Sprinklers, Stairs, Walls, Windows",TPL_TRACKING,c7aa8b9c-53be-4b40-9dc8-3ca723a4a720,Dimension style usage [ISO 19650-1:2018]
VT_AMBIENT_OCCLUSION_BOOL,Ambient Occlusion,YESNO,Type,Template Metadata,TPL_TRACKING,ae6e8503-c335-4a4e-9e9e-b1f24aed6e6c,Ambient occlusion enabled [ISO 19650-1:2018]
VT_BACKGROUND_IMAGE_TXT,Background Image,TEXT,Type,Template Metadata,TPL_TRACKING,d4d1d2ce-a3ba-4633-afa1-ac49dfa5ae38,Background image filename [ISO 19650-1:2018]
VT_COLOR_SCHEME_TXT,Color Scheme,TEXT,Type,Template Metadata,TPL_TRACKING,b52a4ede-e27b-4fc2-a867-2bf60f1f8dc5,Color scheme applied [ISO 19650-1:2018]
VT_CREATED_BY_TXT,Created By,TEXT,Type,Template Metadata,TPL_TRACKING,58f258f3-83cb-4580-a1d9-1db8b10b41f0,Template creator [ISO 19650-2:2018]
VT_DATE_CREATED_TXT,Date Created,TEXT,Type,Template Metadata,TPL_TRACKING,5f97c1d7-f4ad-457a-9eac-591585cfc627,Date template created [ISO 19650-2:2018]
VT_DETAIL_LEVEL_TXT,Detail Level,TEXT,Type,Template Metadata,TPL_TRACKING,5ebb47b9-ec84-4b5d-8f92-b2505e72fffb,"Detail level (Coarse, Medium, Fine) [ISO 19650-1:2018]"
VT_DISCIPLINE_TXT,Discipline,TEXT,Type,Template Metadata,TPL_TRACKING,09386aff-7006-4676-b7f1-d35ae50abb31,"Discipline (Architecture, Structure, MEP) [ISO 19650-1:2018]"
VT_FILTERS_APPLIED_TXT,Filters Applied,TEXT,Type,Template Metadata,TPL_TRACKING,782924d4-c5c9-42a5-9b3e-e4ab82e357b7,Filters applied to template [ISO 19650-1:2018]
VT_ISO_COMPLIANCE_TXT,Iso Compliance,TEXT,Type,Template Metadata,TPL_TRACKING,98f5015e-f788-43c3-8bfc-f185040c5d23,ISO 19650 compliance status [ISO 19650-1:2018]
VT_LAST_MODIFIED_TXT,Last Modified,TEXT,Type,Template Metadata,TPL_TRACKING,5ddaca17-fca1-4139-864e-625b18da5607,Last modification date [ISO 19650-2:2018]
VT_PHASE_FILTER_TXT,Phase Filter,TEXT,Type,Template Metadata,TPL_TRACKING,bd85bc44-68ea-4481-b0e0-9f8004fcaf0b,Phase filter applied [ISO 19650-1:2018]
VT_PURPOSE_TXT,Purpose,TEXT,Type,Template Metadata,TPL_TRACKING,271004a6-2d40-402d-bfe7-f52c18e1be90,Template purpose description [ISO 19650-1:2018]
VT_SCALE_TXT,Scale,TEXT,Type,Template Metadata,TPL_TRACKING,f542776f-ff19-4ae9-9327-cf9261c59f8b,View scale [ISO 19650-1:2018]
VT_SHADOWS_BOOL,Shadows,YESNO,Type,Template Metadata,TPL_TRACKING,bd39c2cf-1ba3-42ad-87f5-39bf25ec91fb,Shadows enabled [ISO 19650-1:2018]
VT_SILHOUETTES_BOOL,Silhouettes,YESNO,Type,Template Metadata,TPL_TRACKING,7866511b-90b5-421a-80e7-2b6dd258c608,Silhouettes enabled [ISO 19650-1:2018]
VT_STATUS_TXT,Status,TEXT,Type,Template Metadata,TPL_TRACKING,a2027425-145d-4349-9ff8-318c5e4c9d4e,Template status [ISO 19650-2:2018]
VT_TEMPLATE_NAME_TXT,Template Name,TEXT,Type,Template Metadata,TPL_TRACKING,0411de04-abf2-4d80-862c-068ac46a593c,View template name [ISO 19650-1:2018]
VT_VIEW_TYPE_TXT,View Type,TEXT,Type,Template Metadata,TPL_TRACKING,8dd2e735-f00f-45cd-8ff5-f339e352efab,"View type (FloorPlan, Section, etc.) [ISO 19650-1:2018]"
VT_VISUAL_STYLE_TXT,Visual Style,TEXT,Type,Template Metadata,TPL_TRACKING,58999b66-3923-4ee8-b5f7-3fe2b130e131,Visual style setting [ISO 19650-1:2018]
WS_DESCRIPTION_TXT,Description,TEXT,Type,Generic Models,TPL_TRACKING,aad10304-92fe-424a-acb0-5699134837f9,Workset description [ISO 19650-2:2018]
WS_DISCIPLINE_TXT,Discipline,TEXT,Type,Generic Models,TPL_TRACKING,5e0aa190-15fc-4826-b789-74c582fb755e,Workset discipline [ISO 19650-2:2018]
WS_EDITABLE_DEFAULT_BOOL,Editable Default,YESNO,Type,Generic Models,TPL_TRACKING,43300beb-e9bc-484d-baa2-33ca812191b2,Editable by default [ISO 19650-2:2018]
WS_NAME_TXT,Name,TEXT,Type,Generic Models,TPL_TRACKING,7bc9b3de-0d80-48f1-a017-c0bd7fa035a3,Workset name [ISO 19650-2:2018]
WS_OWNER_TXT,Owner,TEXT,Type,Generic Models,TPL_TRACKING,793f0a0c-df6f-4dc9-a18b-cee7c99dfebf,Workset owner [ISO 19650-2:2018]
WS_TYPE_TXT,Type,TEXT,Type,Generic Models,TPL_TRACKING,421ba4c2-fa9f-4d05-b870-074d4769c6e7,Workset type [ISO 19650-2:2018]
WS_VISIBLE_DEFAULT_BOOL,Visible Default,YESNO,Type,Generic Models,TPL_TRACKING,5f114a83-0645-4885-892a-ad18d2a54ec5,Visible by default [ISO 19650-2:2018]
ELC_EQP_TAG_01_TXT,Elc Eqp Tag 01 Txt,TEXT,Type,Electrical Equipment,ELC_PWR,d9441c7a-025c-4034-a7da-dc960df4a57c,"Elec equip power supply tag: voltage, phases, main breaker, fault level [ISO 19650-1:2018]"
ELC_EQP_TAG_02_TXT,Elc Eqp Tag 02 Txt,TEXT,Type,Electrical Equipment,ELC_PWR,64805f01-8548-44c5-8091-ffcf04d35d7d,"Elec equip load tag: connected load kW, IP rating, upstream panel [ISO 19650-1:2018]"
FLS_DEV_TAG_02_TXT,Fls Dev Tag 02 Txt,TEXT,Type,Sprinklers,FLS_LIFE_SFTY,86a39b3f-6ef2-46d1-a9ab-a0620f1761ac,"Sprinkler hydraulic tag: temp rating, design flow L/min, head type [ISO 19650-1:2018]"
HVC_FLX_TAG_01_TXT,Hvc Flx Tag 01 Txt,TEXT,Type,Flex Ducts,HVC_SYSTEMS,cd984834-8273-4d2c-89c4-dfe33520e2d2,"Flex duct spec tag: material, lining, length [ISO 19650-1:2018]"
ELC_CDT_SZ_MM,Elc Cdt Sz Mm,TEXT,Type,"Conduit Fittings, Conduits",ELC_PWR,3ab3a279-b143-42ae-ace3-8b3997dcc8a4,Conduit trade size in mm: 20/25/32/40/50/63 [ISO 19650-1:2018]
ELC_CDT_MAT_TXT,Elc Cdt Mat Txt,TEXT,Type,"Conduit Fittings, Conduits",ELC_PWR,1d4c7468-66e8-4ee7-a13f-25fd28d4a875,Conduit material: GS-GALV/UPVC/SS316/AL-FLEX/EMT [ISO 19650-1:2018]
ELC_CDT_INSTALL_METHOD_TXT,Elc Cdt Install Method Txt,TEXT,Type,"Conduit Fittings, Conduits",ELC_PWR,a6443de3-f5b7-4279-b348-1e6fbac12e88,Conduit install method: SURF-MTD/CONC-EMB/TRAY/BRAC/IN-FLOOR [ISO 19650-1:2018]
ELC_CDT_CBL_FILL_PCT,Elc Cdt Cbl Fill Pct,NUMBER,Type,Conduits,ELC_PWR,2fdc3987-8e87-4d81-ada8-47514e7b50f2,Cable fill percentage of conduit cross-section (design value) [ISO 19650-1:2018]
ELC_CDT_TAG_01_TXT,Elc Cdt Tag 01 Txt,TEXT,Type,"Conduit Fittings, Conduits",ELC_PWR,f867c60f-1fda-4f3f-a052-cf81268c0600,"Conduit spec tag: size, material, install method [ISO 19650-1:2018]"
ELC_CDT_TAG_02_TXT,Elc Cdt Tag 02 Txt,TEXT,Type,Conduits,ELC_PWR,aab93953-601b-4bab-8d52-079193f71524,Conduit fill + cable ref + installation detail tag [ISO 19650-1:2018]
ELC_CTR_WIDTH_MM,Elc Ctr Width Mm,TEXT,Type,Cable Trays,ELC_PWR,d1f2feb5-c03b-44df-8b3d-41adf0720aa7,Cable tray width: 100/150/300/450/600/900mm [ISO 19650-1:2018]
ELC_CTR_DEPTH_MM,Elc Ctr Depth Mm,TEXT,Type,Cable Trays,ELC_PWR,60f19e3f-1cc9-431d-b041-22be14800ecb,Cable tray depth/return: 50/75/100mm [ISO 19650-1:2018]
ELC_CTR_MAT_TXT,Elc Ctr Mat Txt,TEXT,Type,Cable Trays,ELC_PWR,e9384354-be81-4930-8dbf-c4a790cb7944,Cable tray material: HDG/SS316/AL/GRP/PVC [ISO 19650-1:2018]
ELC_CTR_FILL_PCT,Elc Ctr Fill Pct,NUMBER,Type,Cable Trays,ELC_PWR,0e7a96cb-9218-4e4c-a1d8-15c110902e94,"Design cable fill percentage, max 40% for future capacity [ISO 19650-1:2018]"
ELC_CTR_TAG_01_TXT,Elc Ctr Tag 01 Txt,TEXT,Type,Cable Trays,ELC_PWR,aed9d3de-71ff-4a73-aba3-5bbd16af7526,"Cable tray spec tag: width x depth, material, fill percentage [ISO 19650-1:2018]"
COM_DEV_TAG_01_TXT,Com Dev Tag 01 Txt,TEXT,Type,"Communication Devices, Generic Models",COM_DAT,7775b009-25a6-43b9-b0ec-31ac063a9183,BMS/comms device identity + network address + BACnet instance tag [ISO 19650-1:2018]
SEC_DEV_ZONE_TXT,Sec Dev Zone Txt,TEXT,Type,Security Devices,COM_DAT,7d356ae1-4b0e-442d-a3bb-8082c04ba1a8,Security device zone assignment: Z01/Z02 [ISO 19650-1:2018]
SEC_CBL_NR_TXT,Sec Cbl Nr Txt,TEXT,Type,Security Devices,COM_DAT,dea07e5e-cd31-4beb-8b33-bb2c01faee6f,Cable reference number feeding this security device [ISO 19650-1:2018]
SEC_DEV_TAG_01_TXT,Sec Dev Tag 01 Txt,TEXT,Type,Security Devices,COM_DAT,e892601e-68a8-4f68-9618-223326a2cac4,Security device identity + zone + cable reference tag [ISO 19650-1:2018]
NCL_ZONE_TXT,Ncl Zone Txt,TEXT,Type,Nurse Call Devices,COM_DAT,4077d6d9-5914-4ec1-a8bc-6242f45bc0e1,Nurse call zone or ward assignment [ISO 19650-1:2018]
NCL_CALL_TYPE_TXT,Ncl Call Type Txt,TEXT,Type,Nurse Call Devices,COM_DAT,bb14a823-b485-45b0-b6ae-a564826c86c3,Call type: EMERGENCY/STAFF/ASSIST/CANCEL [ISO 19650-1:2018]
NCL_DEV_TAG_01_TXT,Ncl Dev Tag 01 Txt,TEXT,Type,Nurse Call Devices,COM_DAT,34b75836-a597-4bc6-b7ee-6713a5caf6a5,Nurse call device identity + zone + call type tag [ISO 19650-1:2018]
ICT_OUTLET_TYPE_TXT,Ict Outlet Type Txt,TEXT,Type,"Data Devices, Telephone Devices",COM_DAT,a440a436-44a3-47f8-a8bf-6c218698e32d,ICT outlet type: RJ45-CAT6A/RJ45-CAT6/SC-FIBRE/LC-FIBRE [ISO 19650-1:2018]
ICT_PORT_NR_TXT,Ict Port Nr Txt,TEXT,Type,Data Devices,COM_DAT,3b7b1bdf-f50d-44b1-b3ab-3ae2586d47f2,Port number on patch panel [ISO 19650-1:2018]
