param,group,source,categories,desc
PLM_NOMINAL_DIA_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Routed pipe nominal diameter mm [Plumbing routing]
PLM_PIPE_GRADIENT_PCT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Pipe Gradient Pct [ISO 19650]
PLM_PIPE_INS_THK_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Pipe Ins Thk Mm [STING]
PLM_PIPE_SERVICE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe service type stamp (SoilWaste/ColdWaterSupply/etc) [Plumbing routing]
PLM_POU_FILTER_BOOL,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Point-of-use filter fitted [HTM 04-01]
PLM_PPE_COLOR_BS1710_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe identification colour per BS 1710 [Phase 178b]
PLM_PPE_FAB_METHOD_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe fabrication method
PLM_PPE_FLW_LPS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Flw Lps [ISO 19650-1:2018]
PLM_PPE_GRADE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Material grade R220 R250 316L 304L PE100 [Phase 178b]
PLM_PPE_HANGER_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe hanger type
PLM_PPE_INSULATION_THK_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe insulation thickness in millimetres
PLM_PPE_INS_THK_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Ins Thk Mm [ISO 19650-1:2018]
PLM_PPE_INS_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Ins Type Txt [ISO 19650-1:2018]
PLM_PPE_JOINT_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Joint Type Txt [ISO 19650-1:2018]
PLM_PPE_LENGTH_M,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Length M [ISO 19650-1:2018]
PLM_PPE_MAT_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Mat Txt [ISO 19650-1:2018]
PLM_PPE_NOMINAL_SZ_INCH_NR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Nominal Sz Inch Nr [ISO 19650-1:2018]
PLM_PPE_PROPERTY_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Property Txt [ISO 19650-1:2018]
PLM_PPE_PSR_RATING_BAR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Psr Rating Bar [ISO 19650-1:2018]
PLM_PPE_SCHEDULE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe schedule SCH 10/40/80 SDR 11/17 [Phase 178b]
PLM_PPE_SHOP_DRAWING_REQ_BOOL,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe shop drawing required
PLM_PPE_STANDARD_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe material standard EN 1057/EN 10255/EN 1452/EN 877/EN 12201 [Phase 178b]
PLM_PPE_SUPPORTS_SPACING_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe support spacing
PLM_PPE_SZ_INCH,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Sz Inch [ISO 19650-1:2018]
PLM_PPE_SZ_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Ppe Sz Mm [ISO 19650-1:2018]
PLM_PPE_VELOCITY_CALC_MPS,5,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe velocity calculated m/s [ISO 19650-2:2018]
PLM_PPE_WALL_THK_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe wall thickness mm for invert calc [Phase 178b]
PLM_PPE_WELD_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe weld type
PLM_PPE_WRAS_APPROVED_BOOL,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,WRAS approved product [Phase 178b]
PLM_PRESSURE_KPA,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe pressure-zone value kPa [Plumbing]
PLM_PRESSURE_TEST_KPA,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Test pressure kPa default 100 [BS EN 12056-5 Phase 178b]
PLM_PRESSURE_TEST_REF_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Hydrostatic pressure test certificate reference [BS EN 806-4:2010]
PLM_PRESSURE_ZONE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pressure zone LOW/MID/HIGH/BOOSTED [Phase 178b]
PLM_PRJ_PLUMBING_CODE_TXT,1,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Project plumbing-code toggle BS-UK / IPC-US / UPC-US [Phase 178b]
PLM_PRV_INLET_PRESSURE_KPA,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,PRV inlet upstream pressure kPa [Phase 178b]
PLM_PRV_SET_PRESSURE_KPA,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,PRV set-point pressure kPa [Phase 178b]
PLM_PSR_KPA,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Psr Kpa [ISO 19650-1:2018]
PLM_PWR_KW,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Pwr Kw [ISO 19650-1:2018]
PLM_RECIRC_DRV_KV,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,"Per-branch DRV pre-set Kv (l/min·bar^-0.5) — proportional to branch heat-loss share, stamped on DRV valve fixtures [Phase 187]"
PLM_RECIRC_PUMP_DUTY_LPM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,DHW recirculation pump duty in l/min computed by RecircLoopBalancer to maintain ≤5°C ΔT loop [Phase 187]
PLM_RO_LOOP_BOOL,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Belongs to dialysis Reverse Osmosis loop
PLM_RWH_ANNUAL_YIELD_M3,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Calculated annual rainwater yield m3 [BS 8515 Phase 178b]
PLM_RWH_ROOF_AREA_M2,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Roof contributing area for rainwater harvesting m2 [BS 8515 Phase 178b]
PLM_RWH_TANK_VOL_M3,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Calculated RWH tank volume m3 [BS 8515 Phase 178b]
PLM_SENTINEL_BOOL,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Sentinel temperature monitoring point [HTM 04-01]
PLM_SEPTIC_TANK_VOL_L,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Septic tank volume litres [BS EN 12566-1 Phase 178b]
PLM_SLOPE_PCT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Drainage pipe slope percentage per BS EN 12056 (1:80 default for sanitary)
PLM_SLOPE_PCT_V4,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Drainage pipe slope percent (BS EN 12056-2 validation) [Plumbing]
PLM_SPT_ANCHOR_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Spt Anchor Type Txt [ISO 19650-1:2018]
PLM_SPT_ATTACHMENT_METHOD_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Spt Attachment Method Txt [ISO 19650-1:2018]
PLM_SPT_LD_CAP_KG,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Spt Ld Cap Kg [ISO 19650-1:2018]
PLM_SPT_ROD_SZ_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Spt Rod Sz Mm [ISO 19650-1:2018]
PLM_SPT_SPACING_M,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Spt Spacing M [ISO 19650-1:2018]
PLM_STACK_CAP_DU,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Stack DFU capacity per BS EN 12056-2 Table 11 lookup at stack DN [Phase 187]
PLM_STACK_UTIL_PCT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Stack utilisation percentage (accumulated DFU ÷ Table 11 capacity) — &gt;70% flags induced-siphonage risk [Phase 187]
PLM_STRAINER_END_CONNECTION_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Strainer End Connection Txt [ISO 19650-1:2018]
PLM_STRAINER_PRESSURE_RATING_BAR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Strainer Pressure Rating Bar [ISO 19650-1:2018]
PLM_STR_BODY_MAT_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Str Body Mat Txt [ISO 19650-1:2018]
PLM_STR_MESH_SZ_MICRON_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Str Mesh Sz Micron Txt [ISO 19650-1:2018]
PLM_STR_SCREEN_MAT_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Str Screen Mat Txt [ISO 19650-1:2018]
PLM_STR_STYLE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Str Style Txt [ISO 19650-1:2018]
PLM_SUDS_ATTEN_VOL_M3,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,SuDS attenuation volume m3 [CIRIA C753 Phase 178b]
PLM_SUP_DN_REQ_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Recommended supply pipe DN mm — WaterSupplySizer [Phase 188]
PLM_SUP_DP_PAM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Supply pipe friction pressure drop Pa/m (Hazen-Williams) — WaterSupplySizer [Phase 188]
PLM_SUP_QD_LPS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Cold/hot water supply design flow Qd l/s — WaterSupplySizer [Phase 188]
PLM_SUP_VEL_MPS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Supply pipe velocity m/s per BS EN 806-3 / Hunter — WaterSupplySizer [Phase 188]
PLM_SYS_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plumbing system code
PLM_TAG_7_PARA_ANAL_PIPES_TXT,6,tag-pipe,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Anal Pipes paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_DRAIN_TXT,6,tag-container,<ALL>,"Drainage paragraph (trap type, cleanout, vent terminals, expansion joints, strainers) [ISO 19650-3:2020]"
PLM_TAG_7_PARA_EQUIPMENT_TXT,6,tag-container,<ALL>,Plumbing equipment paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_EQUIP_TXT,6,tag-container,<ALL>,TAG7 paragraph container for plumbing equipment
PLM_TAG_7_PARA_FAB_PIPEWORK_TXT,6,tag-pipe,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Fab Pipework paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_FIXTURE_TXT,6,tag-container,<ALL>,Sanitary fixture paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_PIPEACC_TXT,6,tag-pipe,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe accessory paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_PIPE_INSULATION_TXT,6,tag-pipe,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe Insulation paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_PIPE_TXT,6,tag-pipe,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe paragraph container - NEW v4.3 [ISO 19650-3:2020]
PLM_TAG_7_PARA_PLM_EQUIP_TXT,6,tag-container,<ALL>,Plm Equip paragraph [ISO 19650-3:2020]
PLM_TAG_7_PARA_TIEIN_TXT,6,tag-container,<ALL>,Plumbing tie-in point paragraph container [ISO 19650-3:2020]
PLM_TMV_BLEND_TEMP_C,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,TMV blended outlet temperature setpoint C [Phase 178b]
PLM_TMV_CLASS_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,TMV class TMV2 TMV3 [BS 7942 Phase 178b]
PLM_TMV_KVS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,TMV flow coefficient Kvs for flow-rate calc (BS 8680) [Plumbing]
PLM_TMV_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Thermostatic mixing valve type: TMV2 / TMV3 / NONE [HTM 04-01]
PLM_TRAP_SEAL_DEPTH_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Trap water seal depth mm minimum 50 [BS EN 12056-2 Phase 178b]
PLM_TRAP_SEAL_MM,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Trap seal depth in mm
PLM_TRAP_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Trap Type [ISO 19650]
PLM_VELOCITY_MPS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Design flow velocity m/s [Phase 178b]
PLM_VEL_MPS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vel Mps [ISO 19650-1:2018]
PLM_VENT_CONNECTED_TO_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vent Connected To Txt [ISO 19650-1:2018]
PLM_VENT_SIZE_DN,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Vent pipe nominal diameter mm [IPC 2021 Table 916.1 Phase 178b]
PLM_VLV_ACTUATION_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Actuation Type Txt [ISO 19650-1:2018]
PLM_VLV_BACKFLOW_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Backflow prevention device CHK-SC/CHK-DC/VLV-RPZ/GAP-AA [BS EN 1717 Phase 178b]
PLM_VLV_BODY_MAT_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Body Mat Txt [ISO 19650-1:2018]
PLM_VLV_CV_NR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Cv Nr [ISO 19650-1:2018]
PLM_VLV_CV_VALUE_NR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Cv Value Nr [ISO 19650-1:2018]
PLM_VLV_DESIGN_DP_KPA,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Valve design pressure drop kPa [Phase 178b]
PLM_VLV_DESIGN_FLOW_LS,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Valve design flow rate l/s [Phase 178b]
PLM_VLV_END_CONNECTION_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv End Connection Txt [ISO 19650-1:2018]
PLM_VLV_FAIL_POSITION_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Valve fail-safe position OPEN/CLOSED/LAST [Phase 178b]
PLM_VLV_OPERATOR_TYPE_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Operator Type Txt [ISO 19650-1:2018]
PLM_VLV_PSR_CLASS_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Psr Class Txt [ISO 19650-1:2018]
PLM_VLV_SET_PRESSURE_BAR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Valve set pressure bar PRV / safety valves [Phase 178b]
PLM_VLV_TRIM_MAT_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vlv Trim Mat Txt [ISO 19650-1:2018]
PLM_VLV_WRAS_APPROVED_BOOL,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Valve WRAS-approved [Phase 178b]
PLM_VNT_SZ_NR,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Plm Vnt Sz Nr [ISO 19650-1:2018]
PLM_WELD_MAP_REF_TXT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,Pipe weld map drawing reference [BS EN ISO 15609-1:2019]
PLM_WSFU_COUNT_INT,6,safe-prefix,Pipes|Pipe Fittings|Pipe Accessories|Flex Pipes|Pipe Insulation|Plumbing Fixtures,IPC 2021 Water Supply Fixture Units [Phase 178b]
PRJ_ADDRESS_2_TXT,13,universal-meta,<ALL>,Prj Address 2 Txt [ISO 19650-1:2018]
PRJ_ADDRESS_TXT,13,universal-meta,<ALL>,Prj Address Txt [ISO 19650-1:2018]
PRJ_AREA_NAME_TXT,13,universal-meta,<ALL>,Prj Area Name Txt [ISO 19650-1:2018]
PRJ_CLIMATE_SITE_ID,13,universal-meta,<ALL>,Active STING climate site id resolved by ClimateRegistry (london / paris / new_york / etc.) [Phase 187]
PRJ_CLIMATE_SITE_LABEL_TXT,13,universal-meta,<ALL>,Human-readable climate site label stamped by the DocumentOpened auto-stamp [Phase 187b]
PRJ_COMMENTS_TXT,13,universal-meta,<ALL>,Prj Comments Txt [ISO 19650-1:2018]
PRJ_CONSTRUCTION_PROFILE_TXT,13,universal-meta,<ALL>,Active construction profile id (PartL2021 / PartL2013 / PreRegs1990 / Passivhaus / IECC2021_CZ4 / ASHRAE901_2019_CZ5 / EnEV2014_DE)  -  drives U-values + SHGC in BlockLoadEngine [Phase 187c]
PRJ_CORPORATE_LIBRARY_PATH_TXT,13,universal-meta,<ALL>,Path to corporate template library (network share / local seed) — overrides %APPDATA% global config [Template Manager v2]
PRJ_CORPORATE_LIBRARY_VERSION_TXT,13,universal-meta,<ALL>,Stamped library version on this project — drift baseline vs corporate library [Template Manager v2]
PRJ_DRAWING_NR_TXT,13,universal-meta,<ALL>,Prj Drawing Nr Txt [ISO 19650-1:2018]
PRJ_DRAWING_SCALE_TXT,13,universal-meta,<ALL>,Prj Drawing Scale Txt [ISO 19650-1:2018]
PRJ_DRAWING_TITLE_TXT,13,universal-meta,<ALL>,Prj Drawing Title Txt [ISO 19650-1:2018]
PRJ_DWG_ISSUE_PURPOSE_TXT,13,universal-meta,<ALL>,Prj Dwg Issue Purpose Txt [ISO 19650-1:2018]
PRJ_DWG_SUITABILITY_COD_TXT,13,universal-meta,<ALL>,Prj Dwg Suitability Cod Txt [ISO 19650-1:2018]
PRJ_DWG_SUPERSEDES_TXT,13,universal-meta,<ALL>,Prj Dwg Supersedes Txt [ISO 19650-1:2018]
PRJ_GRID_REF_TXT,13,universal-meta,<ALL>,Prj Grid Ref Txt [ISO 19650-1:2018]
PRJ_INFORMATION_SPARE_01_TXT,13,universal-meta,<ALL>,Spare parameter 1 for PRJ_INFORMATION group
PRJ_INFORMATION_SPARE_02_TXT,13,universal-meta,<ALL>,Spare parameter 2 for PRJ_INFORMATION group
PRJ_ISO_STD_TXT,13,universal-meta,<ALL>,Prj Iso Std Txt [ISO 19650-1:2018]
PRJ_NAME_TXT,13,universal-meta,<ALL>,Prj Name Txt [ISO 19650-1:2018]
PRJ_NR_TXT,13,universal-meta,<ALL>,Prj Nr Txt [ISO 19650-1:2018]
PRJ_ORG_AI_EXTRACT_ENABLED_BOOL,13,universal-meta,<ALL>,"Enable AI metadata extraction from incoming PDFs (default false, v1.2) [template engine v1.1]"
PRJ_ORG_APPOINTING_PARTY_TXT,13,universal-meta,<ALL>,ISO 19650 appointing party name [template engine v1.1]
PRJ_ORG_CLASS_TXT,13,universal-meta,<ALL>,ISO 19650 information class level (default 2) [template engine v1.1]
PRJ_ORG_CLIENT_NAME_TXT,13,universal-meta,<ALL>,Client name for this engagement [template engine v1.1]
PRJ_ORG_COMPANY_ADDRESS_TXT,13,universal-meta,<ALL>,"Producing company address (default Kampala, Uganda) [template engine v1.1]"
PRJ_ORG_COMPANY_NAME_TXT,13,universal-meta,<ALL>,Producing company name (default Planscape Limited) [template engine v1.1]
PRJ_ORG_COORD_SYSTEM_TXT,13,universal-meta,<ALL>,"Project geodetic coordinate system, e.g. ""OS GB / British National Grid"" / ""WGS 84 UTM 36N"" / ""Uganda Cassini-Soldner"" -- surveyors / GIS reference [BS 7666-2:2006]"
PRJ_ORG_GROUND_LEVEL_TXT,13,universal-meta,<ALL>,"Project finished ground level reference, e.g. ""+114.250 m AOD"" -- survey datum for the project [BS EN ISO 4463-1:2021]"
PRJ_ORG_HEALTH_AE_ELEC_TXT,13,universal-meta,<ALL>,Authorising Engineer -- Electrical
PRJ_ORG_HEALTH_AE_MGAS_TXT,13,universal-meta,<ALL>,Authorising Engineer -- Medical Gas
PRJ_ORG_HEALTH_AE_VENT_TXT,13,universal-meta,<ALL>,Authorising Engineer -- Ventilation
PRJ_ORG_HEALTH_AE_WATER_TXT,13,universal-meta,<ALL>,Authorising Engineer -- Water Safety
PRJ_ORG_HEALTH_AHJ_TXT,13,universal-meta,<ALL>,Authority Having Jurisdiction
PRJ_ORG_HEALTH_AREA_M2_NR,13,universal-meta,<ALL>,Gross internal area (m2)
PRJ_ORG_HEALTH_BEDS_INT,13,universal-meta,<ALL>,Bed count
PRJ_ORG_HEALTH_CODE_BASE_TXT,13,universal-meta,<ALL>,"Code base: HBN/HTM, FGI, iHFG, Other"
PRJ_ORG_HEALTH_FACILITY_TYPE_TXT,13,universal-meta,<ALL>,Healthcare facility type: Acute / Mental / Community / Rehab / Day / FM
PRJ_ORG_HEALTH_HTM_REGION_TXT,13,universal-meta,<ALL>,Regional HTM variant: NHS-England / SHTM / WHTM / NHS-NI
PRJ_ORG_HEALTH_ICU_INT,13,universal-meta,<ALL>,ICU bed count
PRJ_ORG_HEALTH_IHFG_BOOL,13,universal-meta,<ALL>,iHFG (International Health Facility Guidelines) authority applies
PRJ_ORG_HEALTH_OR_INT,13,universal-meta,<ALL>,Operating room count
PRJ_ORG_HEALTH_PACK_PROFILE_TXT,13,universal-meta,<ALL>,Healthcare pack profile (acute / community / mental / standalone) for validator gating
